UF,CE
Cidade,MONSENHOR TABOSA
Nome Posto,ESPIRITO SANTO
Latitude,-4.916666666666667
Longitude,-40.03333333333333
Codigo,440011
Qtd. Anos,64
Ano,Maxima
1932,26
1933,62.3
1934,59.1
1935,56.7
1936,38.4
1937,74.2
1938,56.1
1939,31.5
1940,62.7
1941,59.2
1942,51.6
1943,31.8
1944,59.4
1945,111.6
1946,34.9
1947,113
1948,58.9
1949,37.8
1950,65.1
1951,30.5
1952,32.9
1953,25.2
1954,25.8
1955,32.7
1956,29.6
1957,76.5
1958,36.2
1959,33.2
1960,69.9
1961,75.8
1962,61.8
1963,47.2
1964,65.4
1965,86.6
1966,50
1967,98.6
1968,50.4
1969,38.4
1970,86.4
1971,38
1972,55
1973,39.7
1974,73
1975,63.6
1976,38.5
1977,56.5
1978,53
1979,71.3
1980,77.3
1981,100
1982,69.5
1983,40.5
1984,135.3
1985,97.4
1986,98.4
1987,39.5
1988,75.5
1989,79.5
1990,57.4
1991,130.5
1998,55.4
1999,60.3
2000,78
2001,17
