UF,CE
Cidade,TAUA
Nome Posto,COCOCI
Latitude,-6.416666666666667
Longitude,-40.5
Codigo,640017
Qtd. Anos,73
Ano,Maxima
1912,32.8
1913,77.7
1914,75.1
1915,49.5
1916,65.6
1917,68.6
1918,65.2
1919,69.6
1920,120.6
1921,63.8
1922,125.7
1923,70.1
1924,132.1
1925,82.6
1926,160.1
1927,198.8
1928,104.2
1929,150.5
1930,113
1931,66.8
1932,87.3
1933,122.1
1934,49.3
1935,89.7
1936,91.6
1937,68.9
1938,70.8
1939,70.8
1940,98.8
1941,99.4
1942,120.8
1943,51
1944,70
1945,74.8
1946,72
1947,82
1948,65
1949,46
1950,52
1951,54
1952,24
1953,90
1954,50
1955,24
1956,23
1957,80
1958,27
1959,41
1960,78.4
1961,60.5
1962,60.6
1963,83
1964,54.8
1965,61
1966,64.3
1967,84.8
1968,54.8
1969,135.6
1970,100.4
1971,56.5
1972,51
1973,80.3
1974,80
1975,61.4
1976,21
1979,89.2
1980,68.2
1981,93.2
1982,30.2
1983,26
1984,50.2
1985,72.2
1986,80.2
