UF,CE
Cidade,CASCAVEL
Nome Posto,CASCAVEL
Latitude,-4.133333333333334
Longitude,-38.233333333333334
Codigo,438110
Qtd. Anos,43
Ano,Maxima
1977,86.5
1978,86.4
1980,152.8
1981,83.5
1982,49
1983,58.2
1984,50.5
1985,114.6
1986,140
1987,52.6
1988,80
1989,136
1990,81
1991,75
1992,107
1993,55
1994,117
1995,86
1996,120
1997,91
1998,93
1999,73
2000,75
2001,87
2002,133.2
2003,118
2004,150
2005,100
2006,203
2007,130
2008,118.5
2009,145
2010,80
2011,160
2012,80.1
2013,83
2014,66
2015,101
2016,90
2017,112
2018,80
2019,82
2020,80
