UF,CE
Cidade,GUAIUBA
Nome Posto,GUAIUBA
Latitude,-4.03
Longitude,-38.63
Codigo,438111
Qtd. Anos,47
Ano,Maxima
1974,130
1975,76
1976,50
1977,91
1978,83
1979,96
1980,97
1981,58.2
1982,56.6
1983,78.2
1984,55
1985,95
1986,91.6
1987,50
1988,86.2
1989,45
1990,32
1991,70.4
1992,65
1993,55
1994,120
1995,71
1996,96
1997,90
1998,50
1999,46
2000,79
2001,112.8
2002,90
2003,60
2004,70
2005,50
2006,100
2007,52.6
2008,77.2
2009,70.6
2010,35
2011,120
2012,48
2013,87
2014,65
2015,119
2016,55
2017,73
2018,90
2019,89
2020,72
