UF,CE
Cidade,IRACEMA
Nome Posto,IRACEMA
Latitude,-5.816666666666666
Longitude,-38.3
Codigo,538030
Qtd. Anos,47
Ano,Maxima
1974,58.2
1975,89.7
1976,47.2
1977,92.5
1978,85.4
1979,40.4
1980,61.4
1981,38.5
1982,68.4
1983,48
1984,92.4
1985,81
1986,80
1987,106
1988,160
1989,63
1990,84
1991,63
1992,81.2
1993,90
1994,110
1995,73.6
1996,103
1997,46
1998,42
1999,68.8
2000,103.2
2001,59.4
2002,125
2003,52
2004,112.4
2005,60
2006,60
2007,82
2008,85
2009,134
2010,58
2011,149
2012,36
2013,82
2014,64
2015,93
2016,58
2017,76
2018,103
2019,75
2020,59
