UF,CE
Cidade,ITAPIPOCA
Nome Posto,ASSUNCAO
Latitude,-3.5666666666666664
Longitude,-39.63333333333333
Codigo,339009
Qtd. Anos,48
Ano,Maxima
1911,68.7
1912,82.5
1913,86.6
1914,38.6
1915,68.4
1916,73.4
1917,65.6
1918,74.2
1919,28.2
1920,74.2
1921,62.1
1922,58.4
1923,67.3
1924,71.5
1925,53.2
1926,65.6
1927,76.3
1928,48.3
1929,75.8
1930,70.5
1962,165.5
1963,12.8
1964,139.6
1965,77.1
1966,83.3
1967,101.2
1968,94.3
1969,100.2
1970,74.1
1971,119.4
1972,45
1973,52.3
1974,135
1975,51.3
1976,105
1977,45.1
1978,59.2
1979,46
1980,58.3
1981,116
1982,70.2
1983,33.2
1984,80
1985,78
1986,114
1987,58
1988,40
1989,55
