UF,CE
Cidade,IBIAPINA
Nome Posto,IBIAPINA
Latitude,-3.9166666666666665
Longitude,-40.88333333333333
Codigo,340018
Qtd. Anos,107
Ano,Maxima
1912,73.3
1913,73.6
1914,66.7
1915,64.5
1916,68.5
1917,71.5
1918,68
1919,52.3
1920,67
1921,69
1922,150.4
1923,66.8
1924,96.4
1925,110.5
1926,48.6
1927,72.5
1928,38.6
1929,96.6
1930,191
1931,56
1932,50.3
1935,82
1936,125.4
1937,91.6
1938,69
1939,102
1940,102.5
1941,83
1942,46.5
1943,84
1944,124.5
1945,93.6
1946,79
1947,108
1948,84.5
1949,61
1950,103.2
1951,138.7
1952,89
1953,66.5
1954,127
1955,105
1956,76
1957,114.5
1958,133
1959,79
1960,62
1961,110
1962,73
1963,108.8
1964,99.7
1965,119.5
1966,124
1967,92
1968,93.3
1969,74
1970,99
1971,112.1
1972,72.1
1973,172.2
1974,120
1975,88
1976,86
1977,86
1978,69
1979,84
1980,103
1981,88
1982,98
1983,121
1984,89
1985,125
1986,125
1987,86
1988,75
1989,90
1990,115
1991,93
1992,51
1993,70
1994,102
1995,102
1996,78
1997,73
1998,44
1999,66
2000,140
2001,125
2002,108
2003,85
2004,110
2005,100
2006,125
2007,80
2008,115
2009,150
2010,80
2011,150
2012,75
2013,80
2014,120
2015,125
2016,78.5
2017,88.8
2018,120
2019,126
2020,106
