UF,CE
Cidade,PARAMBU
Nome Posto,PARAMBU
Latitude,-6.216666666666667
Longitude,-40.7
Codigo,640015
Qtd. Anos,89
Ano,Maxima
1932,42.4
1933,40.8
1934,47
1935,60
1936,36
1937,72
1938,100
1939,29
1940,61
1941,44
1942,63
1943,45.5
1944,46.5
1945,54
1946,43.2
1947,46.6
1948,55
1949,48.2
1950,45
1951,69.9
1952,40.7
1953,46.7
1954,42
1955,52
1956,57.5
1957,52
1958,17.3
1959,31.4
1960,78
1961,50
1962,79.3
1963,83.3
1964,87.8
1965,81.5
1966,60.4
1967,99.3
1968,83.2
1969,151
1970,40.9
1971,63.5
1972,78.6
1973,63.2
1974,75.5
1975,83.6
1976,72
1977,137.3
1978,21.1
1979,60.1
1980,59.6
1981,59.1
1982,86.1
1983,57.1
1984,139.5
1985,149.9
1986,109
1987,65.2
1988,101
1989,72.7
1990,125
1991,75
1992,52.5
1993,65.3
1994,94
1995,78
1996,54
1997,95
1998,44
1999,70
2000,70
2001,45
2002,62
2003,77
2004,80
2005,87
2006,63
2007,140
2008,90
2009,62
2010,41.8
2011,83.8
2012,41
2013,68
2014,45.2
2015,35
2016,88
2017,57.3
2018,50.8
2019,65
2020,60
