UF,CE
Cidade,PENTECOSTE
Nome Posto,PENTECOSTE
Latitude,-3.783333333333333
Longitude,-39.266666666666666
Codigo,339004
Qtd. Anos,67
Ano,Maxima
1952,46.4
1953,33
1954,66.4
1955,53.3
1956,57
1959,63.5
1960,88
1961,56
1962,47.5
1963,103.1
1964,93.7
1965,60.4
1966,40
1967,75
1968,88.2
1969,50.4
1970,64.2
1971,65.2
1972,54
1973,73
1974,128
1975,45.6
1976,41
1977,57
1978,95
1979,52
1980,61.1
1981,55.5
1982,41
1983,62.5
1984,87
1985,85
1986,57
1987,59
1988,62
1989,116.2
1990,71
1991,60
1992,53
1993,42.5
1994,75
1995,61.3
1996,91
1997,42.2
1998,55
1999,38.6
2000,59
2001,66
2002,46.4
2003,46.4
2004,70
2005,42
2006,135
2007,107
2008,86.2
2009,106.3
2010,41.2
2011,58
2012,33
2013,82.4
2014,46.2
2015,55.8
2016,48.6
2017,107
2018,82.3
2019,82.2
2020,67.4
