UF,CE
Cidade,QUIXADA
Nome Posto,SITIA
Latitude,-5.166666666666667
Longitude,-38.666666666666664
Codigo,538011
Qtd. Anos,53
Ano,Maxima
1941,4.3
1946,68.4
1947,63.8
1948,40.5
1949,64.5
1950,68.1
1951,66.5
1952,71.2
1953,68.4
1954,104.5
1955,91.4
1956,61.2
1957,76
1958,35.4
1959,35.2
1960,75.2
1961,78.5
1962,57
1963,75.1
1964,59.2
1965,170.3
1966,66.4
1967,62.1
1968,80.6
1969,42.1
1970,40.4
1971,35.4
1972,54.2
1973,60.4
1974,96.2
1975,75.6
1976,69.1
1977,65.7
1978,95
1979,45.9
1980,114
1981,57.2
1982,103.9
1983,58
1984,97
1985,79.7
1986,146
1987,62.4
1988,68
1989,123
1990,53
1994,49.2
1995,53.2
1996,53.1
1997,79.1
1998,49.2
1999,93.5
2000,93.2
