UF,CE
Cidade,AQUIRAZ
Nome Posto,AQUIRAZ
Latitude,-3.9
Longitude,-38.38333333333333
Codigo,338007
Qtd. Anos,83
Ano,Maxima
1912,101
1913,81
1914,80.2
1915,54.5
1916,81
1917,110
1918,82.1
1919,65
1920,112
1921,80.7
1922,93.5
1923,70.4
1924,78.5
1925,60
1926,96.4
1927,72.1
1928,73.4
1929,70.3
1930,66
1948,65
1949,118.4
1950,92.7
1951,131.8
1952,117
1962,102
1963,104
1964,114
1965,70.1
1966,200
1967,124
1968,97
1969,97.2
1970,82.4
1971,117.2
1972,81.4
1973,110
1974,145.3
1975,120.5
1976,106.2
1977,116.5
1978,133
1979,135.3
1980,87.8
1981,97
1982,65.4
1983,61.6
1984,143.4
1985,136.4
1986,85.6
1987,121.4
1988,154.6
1989,116
1990,90
1991,80
1992,114
1993,62
1994,105.2
1995,91.6
1996,128
1997,85
1998,45
1999,52
2000,118
2001,129
2002,107
2003,84.6
2004,228
2005,68
2006,103
2007,104
2008,128
2009,105
2010,80.6
2011,174
2012,60
2013,50
2014,50
2015,67
2016,163.2
2017,102
2018,110
2019,110
2020,80
