UF,CE
Cidade,CAMOCIM
Nome Posto,CAMOCIM-1
Latitude,-2.9
Longitude,-40.833333333333336
Codigo,240000
Qtd. Anos,76
Ano,Maxima
1910,72.8
1911,79.5
1912,73.2
1913,96.6
1914,78.2
1915,106.5
1916,128
1917,101.2
1918,89
1919,32.3
1920,83.5
1921,75
1922,51.5
1923,28.2
1924,115.3
1925,68.6
1926,4.2
1927,108.2
1928,68.3
1929,78.6
1930,45.5
1931,53.8
1932,72.3
1933,70.8
1934,60.8
1935,80
1936,68.5
1937,110.4
1938,119.7
1939,68.5
1940,84.2
1941,52
1942,41.4
1943,73.3
1944,94.3
1945,85.4
1946,76.5
1948,111.3
1949,92.5
1950,88.7
1951,44.2
1952,55.5
1953,100.4
1962,66.6
1963,101.4
1964,150
1965,175
1966,70
1967,161.5
1968,87
1969,100.4
1970,29.2
1971,123.4
1972,64.4
1973,117.6
1974,133.8
1975,106.1
1978,63.8
1979,52.2
1980,120
1981,99.6
1982,65.2
1983,48.4
1984,106
1985,180
1986,75
1987,151
1988,60
1989,85
1990,175.4
1991,102
1994,88
1995,17.6
1998,10.2
1999,67.4
2000,85
