UF,CE
Cidade,MOMBACA
Nome Posto,MOMBACA
Latitude,-5.75
Longitude,-39.63333333333333
Codigo,539001
Qtd. Anos,111
Ano,Maxima
1910,44.5
1911,59.8
1912,67
1913,80
1914,62.5
1915,26.5
1916,102
1917,66
1918,76.5
1919,40.5
1920,129
1921,92
1922,81.6
1923,60.8
1924,94
1925,70.2
1926,100.6
1927,61.5
1928,68
1929,68.5
1930,40.2
1931,92.8
1932,31.7
1933,58.4
1934,68
1935,70
1936,77.4
1937,89.2
1938,35
1939,105
1940,71.1
1941,70.1
1942,24
1943,65.6
1944,65
1945,71
1946,48.5
1947,54.3
1948,97.6
1949,76.2
1950,55
1951,29.5
1952,61.2
1953,58
1954,58
1955,52
1956,49.3
1957,60.6
1958,71
1959,58.2
1960,130
1961,64
1962,56
1963,46
1964,100.2
1965,58
1966,82
1967,70.1
1968,68
1969,47.1
1970,55
1971,94.5
1972,39.8
1973,59.3
1974,87
1975,75
1976,87.8
1977,57.1
1978,80.3
1979,105.5
1980,76.5
1981,59.6
1982,50.2
1983,75
1984,45
1985,96
1986,62
1987,39
1988,76.1
1989,103.6
1990,91.2
1991,47.4
1992,61
1993,93
1994,72
1995,49.4
1996,72
1997,73.4
1998,65
1999,102.4
2000,62
2001,130
2002,50
2003,73
2004,98
2005,194
2006,60
2007,90
2008,65
2009,63
2010,164.2
2011,88
2012,61
2013,51
2014,65
2015,45
2016,61.9
2017,55
2018,52
2019,52
2020,45
