UF,CE
Cidade,REDENCAO
Nome Posto,ANTONIO DIOGO
Latitude,-4.316666666666666
Longitude,-38.75
Codigo,438003
Qtd. Anos,40
Ano,Maxima
1922,51
1923,48.8
1924,65.1
1925,64.8
1926,63.9
1927,66.6
1928,66
1929,53.7
1930,51.2
1941,9.6
1962,46.3
1963,126
1964,140.4
1965,40.5
1966,42.6
1967,150
1968,48.3
1969,85.4
1970,64.4
1971,58.4
1972,37.1
1973,49.2
1974,67.2
1975,60.4
1976,110.2
1977,116.8
1978,95.6
1979,107.2
1980,75.4
1981,115.6
1982,63.2
1983,73
1984,70.8
1985,150.2
1986,61.4
1987,100.4
1988,26.6
1989,53.4
1990,53.6
1991,65.4
