UF,CE
Cidade,CARIRE
Nome Posto,TAPERA
Latitude,-3.85
Longitude,-40.53333333333333
Codigo,340029
Qtd. Anos,42
Ano,Maxima
1934,65.6
1935,57.7
1936,34.1
1937,67.3
1938,69.7
1939,92.6
1940,82.2
1941,50.7
1942,48.6
1943,93.8
1944,65.6
1945,81.8
1946,75.4
1947,71.8
1948,53.5
1949,71.3
1950,151.8
1951,81.2
1952,43.5
1953,49.1
1954,98.1
1955,98.5
1956,37.5
1957,54.1
1959,72.6
1960,55.6
1961,99.9
1962,46.2
1963,76.4
1964,72.5
1965,153.4
1966,80.3
1967,66.2
1968,76.2
1969,81.5
1970,40.6
1971,73.4
1972,62.6
1973,69
1974,135.1
1975,81.2
1976,44.3
