UF,CE
Cidade,CANINDE
Nome Posto,PARAFUSO
Latitude,-4.266666666666667
Longitude,-39.65
Codigo,439010
Qtd. Anos,54
Ano,Maxima
1935,65.2
1936,59.3
1937,78.7
1938,88.4
1939,82.4
1940,65.9
1941,50.2
1942,32.3
1943,61.5
1944,58.5
1945,94.2
1946,72.5
1947,51.2
1948,70.1
1949,42.3
1950,77.2
1951,40.6
1952,51.6
1953,51.6
1954,57.5
1955,55.6
1956,88.1
1957,83.3
1958,39.2
1959,60.2
1960,43.7
1961,55.5
1962,54
1963,112.2
1964,80.4
1965,54.1
1966,132.4
1967,94.1
1968,86.2
1969,48.2
1970,51.2
1971,96
1972,58.2
1973,64
1974,111.2
1975,136.2
1976,93.2
1979,39.2
1980,64
1981,35.2
1982,37.1
1983,56.5
1984,50.5
1985,97.2
1986,88.6
1987,102.6
1988,121.2
1989,55
1990,56.2
