UF,CE
Cidade,SANTANA DO CARIRI
Nome Posto,SANTANA DO CARIRI
Latitude,-7.183333333333334
Longitude,-39.733333333333334
Codigo,739005
Qtd. Anos,99
Ano,Maxima
1912,53.6
1913,70
1914,70.9
1915,95
1916,86.8
1917,105.8
1918,104.4
1919,44.9
1920,70.9
1921,129.9
1922,96.3
1923,85.9
1924,156.2
1931,58.3
1932,60
1933,96.5
1934,82.5
1935,65
1939,61.5
1940,82.3
1941,110
1942,51.5
1943,81
1944,73
1946,76.3
1947,120.8
1948,62.2
1949,65
1950,42.3
1951,79.3
1952,82.8
1953,96.4
1954,97
1955,44
1956,102
1957,85
1958,85
1959,134
1960,124
1961,100
1962,70
1963,81
1964,82
1965,52.1
1966,70.8
1967,72.1
1968,86.5
1969,60.1
1970,56.2
1971,64.1
1972,108.2
1973,62.4
1974,96.1
1975,86.7
1976,70.2
1977,80.2
1978,73
1979,90
1980,93
1981,133
1982,93.6
1983,29
1984,84
1985,108
1986,93.6
1987,74.6
1988,70.6
1989,79
1990,79.4
1991,73
1992,74
1993,53
1994,67
1995,70
1996,122
1997,88
1998,96.2
1999,65
2000,98
2001,62
2002,88.5
2003,54
2004,104
2005,102
2006,62.4
2007,86.5
2008,61
2009,71
2010,78
2011,179
2012,51
2013,87
2014,54
2015,60
2016,48
2017,115
2018,139
2019,160
2020,85
