UF,CE
Cidade,CARIRE
Nome Posto,CARIRE
Latitude,-3.95
Longitude,-40.46666666666667
Codigo,340014
Qtd. Anos,108
Ano,Maxima
1913,23.5
1914,46
1915,54.4
1916,49
1917,73
1918,72
1919,78.1
1920,67.7
1921,118
1922,56.2
1923,85
1924,110.2
1925,110.2
1926,116
1927,111.7
1928,56.4
1929,89.4
1930,46
1931,68.2
1932,81
1933,58
1934,93.3
1935,42.6
1936,68
1937,49.3
1938,54.1
1939,98.1
1940,63
1941,80
1942,102.6
1943,82.6
1944,44.5
1945,60.8
1946,67.8
1947,63.8
1948,38.5
1949,62.7
1950,65
1951,106.2
1952,42
1953,42
1954,64.4
1955,66
1956,60.5
1957,56.1
1958,74.3
1959,50.3
1960,52
1961,65
1962,70.4
1963,81.7
1964,110
1965,103.4
1966,82.2
1967,96.8
1968,81.4
1969,76.2
1970,31.6
1971,51
1972,82
1973,81.4
1974,72
1975,80
1976,38
1977,70
1978,86
1979,68
1980,65
1981,72
1982,70
1983,35
1984,82
1985,66
1986,128
1987,57
1988,72
1989,75.8
1990,81
1991,43
1992,43
1993,104
1994,66
1995,50
1996,85
1997,81
1998,54
1999,96
2000,43
2001,117
2002,103
2003,86
2004,173
2005,66
2006,60
2007,79
2008,53
2009,135
2010,65
2011,81
2012,46
2013,80
2014,62
2015,105
2016,62
2017,54
2018,71
2019,57
2020,66
