UF,CE
Cidade,ARACATI
Nome Posto,MATA FRESCA
Latitude,-4.8
Longitude,-37.4
Codigo,437008
Qtd. Anos,42
Ano,Maxima
1962,47.2
1963,84.2
1964,81.4
1965,95.2
1966,51.2
1967,90.6
1968,80.4
1969,36.4
1970,54
1971,64.8
1972,86.8
1973,76.8
1974,92.8
1975,86.8
1976,100.8
1977,115.8
1978,80.8
1979,85.8
1980,75.8
1981,64.8
1982,128.8
1983,38.8
1984,85.8
1985,133.8
1986,117.8
1987,73.8
1988,86.8
1989,78.9
1990,63.8
1991,46.8
1997,15.8
1998,72.8
1999,50.8
2000,85
2001,97
2002,95
2003,110
2004,91
2005,56
2006,85
2007,80
2008,111
