UF,CE
Cidade,QUIXADA
Nome Posto,SALVA VIDAS
Latitude,-4.966666666666667
Longitude,-38.916666666666664
Codigo,438045
Qtd. Anos,70
Ano,Maxima
1926,52.8
1927,60
1928,53.3
1929,63.2
1930,41.6
1931,53.5
1932,35.5
1933,33.6
1934,75
1935,60.3
1936,48.3
1937,55.8
1939,10.5
1940,67
1941,81.7
1942,41
1943,52.6
1944,66.2
1945,56.4
1946,43.5
1947,70.2
1948,60
1949,45.5
1950,120.2
1951,114.3
1952,110.4
1953,44.5
1954,74.8
1955,74
1956,82.4
1957,38.3
1958,63.4
1959,73
1960,33.8
1961,58.5
1962,64.2
1963,65.6
1964,82.3
1965,58.6
1966,44
1967,96.8
1968,25.4
1969,68.8
1970,62.5
1971,58.4
1972,52
1973,86.8
1974,102
1975,41.6
1976,49.6
1977,80.2
1978,74.4
1979,40
1980,91
1981,80.2
1982,101.2
1983,88.4
1984,60.4
1985,77.4
1986,64.2
1987,61
1988,68.5
1989,81.6
1990,20.8
1991,29
1993,16.4
1994,60.2
1998,40
1999,43
2000,30.4
