UF,CE
Cidade,MORADA NOVA
Nome Posto,MORADA NOVA-2
Latitude,-5.19
Longitude,-38.35
Codigo,538032
Qtd. Anos,47
Ano,Maxima
1974,58
1975,55.6
1976,63
1977,66
1978,88
1979,72
1980,181.5
1981,65
1982,50
1983,37
1984,86
1985,63.4
1986,101
1987,75
1988,59.3
1989,92.4
1990,50
1991,49
1992,88
1993,38
1994,93
1995,54.6
1996,101.2
1997,55
1998,42.4
1999,111.2
2000,90
2001,71.2
2002,101
2003,51
2004,60
2005,57
2006,68
2007,42
2008,86
2009,89
2010,97
2011,52
2012,50
2013,67
2014,46
2015,47
2016,37
2017,127
2018,78
2019,52.4
2020,53
