UF,CE
Cidade,QUIXADA
Nome Posto,QUEIMADAS
Latitude,-4.883333333333333
Longitude,-39.18333333333333
Codigo,439027
Qtd. Anos,45
Ano,Maxima
1941,13
1948,31.2
1949,32
1950,62.2
1951,67.7
1952,85
1953,60
1954,115
1955,71
1956,64
1957,50.5
1958,30.5
1959,61.4
1960,70.5
1961,58.9
1962,46.1
1963,73.6
1964,95
1965,63.8
1966,86.2
1967,50.8
1968,67.1
1969,141.4
1970,52.5
1971,38.5
1972,38
1973,134.6
1974,76.2
1975,100.9
1976,85.5
1977,70.3
1978,60
1979,60.9
1980,54.7
1981,109.8
1982,89
1983,72.5
1984,57
1985,75.2
1986,69.6
1987,50.5
1988,46.3
1989,69
1990,68
1991,43.1
