UF,CE
Cidade,INDEPENDENCIA
Nome Posto,INDEPENDENCIA-1
Latitude,-5.383333333333334
Longitude,-40.333333333333336
Codigo,540016
Qtd. Anos,75
Ano,Maxima
1910,21.5
1911,69.3
1912,60.7
1913,123.1
1914,94.8
1915,76.8
1916,54
1917,62.6
1918,33.1
1919,68.5
1920,70.5
1921,48.3
1922,72.2
1923,67.2
1924,120.2
1925,72.3
1926,56.4
1927,40.2
1928,71.9
1929,71.6
1930,73.7
1931,51.2
1932,64.2
1933,77.9
1934,78.5
1935,84.2
1936,76.8
1937,85
1938,49
1939,52.8
1940,93
1941,55.8
1942,35.2
1943,27.2
1944,62.3
1945,46.2
1946,54
1948,70
1949,55
1950,106
1951,47.5
1952,71
1953,51
1954,60
1955,43
1956,42
1957,91
1958,116
1959,53
1960,123
1961,76
1962,54
1963,61
1964,130
1965,105
1966,55
1967,63
1968,85
1969,70
1970,32
1971,36.4
1972,45
1973,70
1974,96
1975,49
1976,63
1977,65
1978,91
1979,43
1980,70
1981,95
1982,25
1983,22
1984,102
1985,100
