UF,PR
Cidade,KALORE
Nome Posto,KALORE
Latitude,-23.816666666666666
Longitude,-51.666666666666664
Codigo,2351024
Qtd. Anos,41
Ano,Maxima
1975,63
1976,89
1977,81
1978,93.6
1979,80
1980,84.6
1981,126
1982,78
1983,83.6
1984,96.6
1985,63
1986,84
1987,98.2
1988,82
1989,85.5
1990,126
1991,63.4
1992,137.8
1993,87.7
1994,77.2
1995,107
1996,57.3
1998,61.1
1999,112.8
2000,96.6
2001,54.9
2002,96.9
2003,58.8
2004,93
2005,85.3
2006,59.7
2007,148.6
2008,94.4
2009,101.2
2010,78.2
2011,79.8
2012,95.2
2013,78.5
2014,156
2015,164.8
2017,88.8
