UF,PR
Cidade,GUAPIRAMA
Nome Posto,GUAPIRAMA
Latitude,-23.516666666666666
Longitude,-50.033055555555556
Codigo,2350054
Qtd. Anos,42
Ano,Maxima
1975,37.2
1976,77.8
1977,84.2
1978,60.6
1979,76.4
1980,97.2
1981,90.2
1982,85
1983,103
1984,80.6
1985,86.4
1986,77.6
1987,65.6
1988,81.4
1989,69.6
1990,69.8
1991,87
1992,49.4
1993,62.2
1994,100
1995,67.4
1996,130
1997,92.6
1998,65.7
1999,72.8
2000,100.8
2001,52.7
2002,94.8
2003,79.5
2004,84.2
2005,82.5
2006,98.1
2007,80
2008,70
2009,75.5
2010,67.3
2011,81.2
2012,152.4
2013,107.5
2014,50.5
2015,98.2
2017,110.5
