UF,PR
Cidade,CAMPO LARGO
Nome Posto,ITAQUI
Latitude,-25.466666666666665
Longitude,-49.56666666666667
Codigo,2549019
Qtd. Anos,53
Ano,Maxima
1964,80
1965,93.1
1966,50
1967,44
1968,64
1969,68
1970,80.8
1971,91.2
1972,85.4
1973,93.6
1974,84.6
1975,78.6
1976,63.6
1977,53.2
1978,121.3
1979,77
1980,102
1981,78
1982,79.4
1983,99.2
1984,63
1985,48.2
1986,62
1987,67
1988,83
1989,57
1990,79
1991,51
1992,82.1
1993,101.2
1994,83.4
1995,139
1996,87.1
1997,83.4
1998,78.3
1999,56.5
2000,60.8
2001,74.5
2002,59
2003,72.1
2004,44.3
2005,61.2
2006,100.4
2007,98.8
2008,60.2
2009,80.8
2010,79.2
2011,90.8
2012,82.1
2013,127.1
2014,119.7
2015,62.3
2017,60.2
