UF,PR
Cidade,SALTO DO LONTRA
Nome Posto,SALTO DO LONTRA
Latitude,-25.776666666666667
Longitude,-53.31083333333333
Codigo,2553007
Qtd. Anos,52
Ano,Maxima
1965,110
1966,70
1967,70
1968,75
1969,100
1970,91
1971,107
1972,99
1973,95
1974,95
1975,111.2
1976,73.2
1977,114
1978,78.2
1979,93.6
1980,94.2
1981,150
1982,110.2
1983,130.6
1984,75.4
1985,85
1986,88.2
1987,95.6
1988,92.4
1989,88.1
1990,114.8
1991,88.7
1992,141.7
1993,121.3
1994,137.2
1995,97.5
1996,130.3
1997,173.7
1998,169.9
1999,100
2000,79.9
2001,80.6
2002,101.6
2003,98.8
2004,89.3
2005,138.3
2006,80
2007,110.6
2008,120
2009,120
2010,100
2011,96
2012,100
2013,100
2014,150
2015,80
2017,80
