UF,PR
Cidade,BOA VISTA DA APARECIDA
Nome Posto,FLOR DA SERRA
Latitude,-25.394444444444446
Longitude,-53.38472222222222
Codigo,2553026
Qtd. Anos,42
Ano,Maxima
1975,69.2
1976,92.2
1977,80.4
1978,88.2
1979,104.2
1980,125
1981,109
1982,124.8
1983,163.6
1984,105.1
1985,105
1986,130.6
1987,126
1988,69.1
1989,76
1990,137.6
1991,65
1992,130.4
1993,154.8
1994,73.4
1995,66.1
1996,132.1
1997,175.6
1998,104.6
1999,112.8
2000,122.6
2001,130.2
2002,102.5
2003,138.7
2004,124.5
2005,130.2
2006,115.4
2007,132.5
2008,89.7
2009,108.2
2010,95.6
2011,104.5
2012,121.2
2013,152
2014,208.7
2015,76.9
2017,110
