UF,PR
Cidade,LUIZIANA
Nome Posto,LUIZIANA
Latitude,-24.283055555555556
Longitude,-52.266666666666666
Codigo,2452046
Qtd. Anos,42
Ano,Maxima
1975,67.3
1976,88.4
1977,70.3
1978,91.6
1979,121.6
1980,62.8
1981,107
1982,127.9
1983,191.2
1984,144
1985,91
1986,88.4
1987,147.4
1988,74.3
1989,105.6
1990,108.3
1991,180.2
1992,142.7
1993,130
1994,105.3
1995,77.3
1996,109
1997,108
1998,92.4
1999,61
2000,96.2
2001,71.6
2002,101.2
2003,107.1
2004,84.8
2005,90.9
2006,97.5
2007,114.5
2008,75.7
2009,128
2010,90
2011,74.7
2012,104.5
2013,129.7
2014,191.6
2015,112.1
2017,82.1
