UF,PR
Cidade,FLORAI
Nome Posto,FLORAI
Latitude,-23.323888888888888
Longitude,-52.29944444444444
Codigo,2352037
Qtd. Anos,41
Ano,Maxima
1976,86.4
1977,47.8
1978,68.8
1979,59.8
1980,77.9
1981,80.3
1982,50.4
1983,76.3
1984,62.5
1985,96
1986,122
1987,88
1988,82
1989,85
1990,78
1991,74
1992,117.9
1993,65.5
1994,81.5
1995,100.8
1996,103.5
1997,144.6
1998,74.2
1999,102.2
2000,114.8
2001,66
2002,61.5
2003,83.8
2004,74.6
2005,50.9
2006,62
2007,106.3
2008,66.3
2009,107.2
2010,80
2011,63.5
2012,128.5
2013,77.7
2014,87.3
2015,120.2
2017,78.3
