UF,PR
Cidade,RIBEIRAO CLARO
Nome Posto,RIBEIRAO CLARO
Latitude,-23.2
Longitude,-49.75
Codigo,2349036
Qtd. Anos,43
Ano,Maxima
1975,1.3
1976,130
1977,48.8
1978,57.8
1979,47.7
1980,70.3
1981,48.1
1982,40.5
1983,50.3
1984,19.4
1985,45.8
1986,99.5
1987,98.4
1988,100.5
1989,112.2
1990,100.4
1991,135
1992,132.1
1993,76.3
1994,76.7
1995,84.1
1996,55.1
1997,118
1998,74.6
1999,50.1
2000,70.3
2001,150.7
2002,101.3
2003,100.5
2004,130.4
2005,82.6
2006,103.6
2007,70.5
2008,77.5
2009,69.7
2010,54.3
2011,86.6
2012,192.6
2013,112.4
2014,77.1
2015,76.6
2016,26.1
2017,113.3
