UF,PR
Cidade,OURIZONA
Nome Posto,OURIZONA
Latitude,-23.404166666666665
Longitude,-52.19583333333333
Codigo,2352038
Qtd. Anos,41
Ano,Maxima
1976,89
1977,321.2
1978,79
1979,85.8
1980,77
1981,101
1982,60.2
1983,86
1984,90
1985,96
1986,117
1987,103.5
1988,92.4
1989,108
1990,203
1991,87.2
1992,151.2
1993,95
1994,100
1995,92
1996,67.7
1997,104.2
1998,112
1999,130
2000,88.5
2001,52.3
2002,105.8
2003,62.5
2004,87.4
2005,58.7
2006,83.9
2007,123.3
2008,55.5
2009,84.9
2010,95
2011,53.9
2012,137.7
2013,78.5
2014,93.1
2015,119.6
2017,139.1
