UF,PR
Cidade,ENEAS MARQUES
Nome Posto,ENEAS MARQUES
Latitude,-25.93305555555556
Longitude,-53.16972222222222
Codigo,2553044
Qtd. Anos,41
Ano,Maxima
1976,100
1977,73.5
1978,88.8
1979,88.3
1980,100.3
1981,88
1982,121
1983,138.4
1984,167
1985,63
1986,93.4
1987,104.2
1988,127
1989,102
1990,132
1991,289
1992,140.6
1993,86.6
1994,165.8
1995,128.7
1996,119
1997,224.5
1998,165.2
1999,64.4
2000,86.4
2001,83.2
2002,96.4
2003,103.4
2004,112.2
2005,103.4
2006,63.9
2007,187
2008,101.2
2009,84.2
2010,128.6
2011,99.9
2012,121.6
2013,97.9
2014,148.5
2015,93.4
2017,105.3
