UF,PR
Cidade,CANDIDO DE ABREU
Nome Posto,TEREZA CRISTINA
Latitude,-24.833333333333332
Longitude,-51.15
Codigo,2451003
Qtd. Anos,61
Ano,Maxima
1956,40.2
1957,88.5
1958,58.2
1959,90.1
1960,97.4
1961,105.8
1962,77.3
1963,58.1
1964,69.8
1965,114.8
1966,49.1
1967,83.3
1968,106.7
1969,96.3
1970,104.6
1971,73.2
1972,69.9
1973,70.4
1974,64.8
1975,93.2
1976,66.8
1977,74.9
1978,108.6
1979,81.3
1980,73.2
1981,71.2
1982,76.2
1983,102
1984,81.7
1985,71.2
1986,109.7
1987,76.9
1988,154
1989,98.4
1990,86.4
1991,74.6
1992,98
1993,82.8
1994,99.2
1995,107.4
1996,61.8
1997,62.4
1998,84.8
1999,55.4
2000,94.2
2001,63.4
2002,98.2
2003,73.8
2004,72
2005,96.4
2006,100.2
2007,100.9
2008,79.6
2009,97
2010,61
2011,118.8
2012,108.7
2013,142.9
2014,91.9
2015,105.2
2017,112.5
