UF,PR
Cidade,BOM SUCESSO
Nome Posto,BOM SUCESSO
Latitude,-23.7
Longitude,-51.766666666666666
Codigo,2351004
Qtd. Anos,42
Ano,Maxima
1975,110.6
1976,95
1977,69.6
1978,80.3
1979,83.4
1980,72.6
1981,97.6
1982,157.2
1983,168.1
1984,98
1985,98.6
1986,92.1
1987,60
1988,46
1989,80
1990,80
1991,78.5
1992,91
1993,61.6
1994,77.6
1995,84.3
1996,84.5
1997,107.9
1998,128.8
1999,181.8
2000,95.9
2001,79.1
2002,117.8
2003,79.1
2004,93.4
2005,85.4
2006,87.9
2007,138.4
2008,79.2
2009,108.1
2010,75.8
2011,132.2
2012,156.5
2013,91.9
2014,132.5
2015,132.8
2017,91.2
