UF,PR
Cidade,NOVO ITACOLOMI
Nome Posto,ITACOLOMI
Latitude,-23.76388888888889
Longitude,-51.50694444444444
Codigo,2351025
Qtd. Anos,40
Ano,Maxima
1975,98
1976,86.2
1977,70.6
1978,92.2
1979,84.9
1980,84.4
1981,79
1982,94
1983,88.6
1984,110.8
1985,120.2
1986,94.2
1987,83.7
1988,70
1989,90.3
1990,103
1991,68.9
1992,100
1993,77.2
1994,98.3
1995,130.6
1996,72.9
1997,122.1
1998,113
1999,127.5
2000,93.7
2001,73.8
2002,104
2003,58.9
2004,154.1
2005,100
2006,58.6
2007,101.6
2008,76.1
2009,75
2010,69.7
2011,66.5
2012,99.5
2013,86
2014,108.2
