UF,PR
Cidade,IRATI
Nome Posto,ITAPARA
Latitude,-25.466666666666665
Longitude,-50.983333333333334
Codigo,2550053
Qtd. Anos,42
Ano,Maxima
1975,63.3
1976,103
1977,53
1978,99.7
1979,74.6
1980,71.3
1981,79.4
1982,159.6
1983,207
1984,92.3
1985,91
1986,75
1987,106
1988,84.1
1989,78.4
1990,103
1991,49.8
1992,159.4
1993,115.8
1994,91
1995,109.3
1996,95.7
1997,77.2
1998,121.7
1999,79.9
2000,84.7
2001,82.2
2002,71.4
2003,121.3
2004,85.3
2005,67.4
2006,59
2007,94.7
2008,83.9
2009,92.5
2010,188.7
2011,124.2
2012,108.8
2013,153.9
2014,216.6
2015,85.2
2017,145.9
