UF,PR
Cidade,GUAIRA
Nome Posto,GUAIRA (PTO. GUAIRA)
Latitude,-24.066666666666666
Longitude,-54.25
Codigo,2454001
Qtd. Anos,67
Ano,Maxima
1941,100.5
1942,98.3
1943,140
1944,49.3
1945,80.2
1946,139
1947,111.3
1948,85.1
1949,112.3
1950,74
1951,93.2
1952,73.9
1953,75.1
1955,80.2
1956,112
1957,96
1958,101.3
1959,113
1960,110
1961,143.4
1962,171.2
1963,130.8
1964,65
1965,98
1966,50
1967,85
1968,54
1969,43
1970,53
1971,90.2
1972,65
1973,49.8
1974,86.4
1975,81
1976,78
1977,79
1978,78.6
1979,113.4
1980,86.6
1981,111
1982,64.1
1983,162.2
1984,119.2
1985,46.7
1986,100.2
1987,83.4
1988,68
1989,78.7
1990,96.8
1991,79.5
1992,158.2
1993,74.6
1994,72.8
1995,55.4
1996,71.5
1997,124
1998,98.4
1999,75.7
2000,76
2001,74.6
2002,95.8
2003,146.8
2004,85.8
2005,70
2006,84
2007,91
2008,107.8
