UF,PR
Cidade,MANOEL RIBAS
Nome Posto,MANOEL RIBAS
Latitude,-24.516666666666666
Longitude,-51.666666666666664
Codigo,2451015
Qtd. Anos,52
Ano,Maxima
1965,93
1966,53.1
1967,50.2
1968,75
1969,98.4
1970,95.2
1971,72.4
1972,56.4
1973,64.2
1974,83.6
1975,100.6
1976,154.2
1977,68.6
1978,99.8
1979,97
1980,64.6
1981,90.4
1982,94.6
1983,141
1984,120.4
1985,78
1986,100
1987,76.2
1988,88.8
1989,98.8
1990,64.4
1991,94.6
1992,109
1993,99.6
1994,100
1995,83.2
1996,76.8
1997,86
1998,179
1999,110.2
2000,85
2001,78.4
2002,86.8
2003,109
2004,93.8
2005,181.6
2006,97
2007,165.6
2008,95.2
2009,114
2010,85.2
2011,95.8
2012,169.4
2013,122.2
2014,130.3
2015,121.6
2017,98.2
