UF,PR
Cidade,NOVA TEBAS
Nome Posto,NOVA TEBAS
Latitude,-24.416666666666668
Longitude,-51.93333333333333
Codigo,2451044
Qtd. Anos,42
Ano,Maxima
1975,48.2
1976,126
1977,107.9
1978,85.4
1979,93.4
1980,90.8
1981,112.6
1982,90.8
1983,146
1984,91
1985,146
1986,78.1
1987,110.1
1988,89.2
1989,80.3
1990,63.8
1991,97
1992,94.5
1993,81.9
1994,137.4
1995,88.2
1996,66.3
1997,66.5
1998,102.5
1999,90.2
2000,72.1
2001,40
2002,118.4
2003,94.6
2004,63.5
2005,119.2
2006,91.2
2007,116.8
2008,69.7
2009,91.9
2010,91.9
2011,59.9
2012,125.1
2013,137.2
2014,154.2
2015,99.1
2017,93.1
