UF,PR
Cidade,CASCAVEL
Nome Posto,RIO DO SALTO
Latitude,-25.133055555555558
Longitude,-53.31666666666667
Codigo,2553035
Qtd. Anos,42
Ano,Maxima
1975,89
1976,97.6
1977,104.8
1978,58.6
1979,123
1980,84.3
1981,178.2
1982,125.8
1983,103.4
1984,203.6
1985,105.7
1986,73.8
1987,98.5
1988,75.3
1989,80.1
1990,159.9
1991,91
1992,169.9
1993,119.8
1994,137.6
1995,71.7
1996,89.3
1997,123.2
1998,113.9
1999,99
2000,86.3
2001,81.5
2002,109.8
2003,90.2
2004,90.5
2005,132.9
2006,77.3
2007,168.5
2008,103.9
2009,93.5
2010,101
2011,113.6
2012,120.8
2013,145.9
2014,235.5
2015,140.8
2017,82.9
