UF,PR
Cidade,SAO CARLOS DO IVAI
Nome Posto,PORTO SAO CARLOS
Latitude,-23.363611111111112
Longitude,-52.52388888888889
Codigo,2352036
Qtd. Anos,36
Ano,Maxima
1976,103.8
1977,58.8
1978,108
1979,95.6
1980,85.8
1981,69.6
1982,66
1983,130
1984,74.2
1985,58.2
1986,99
1987,106.2
1988,66
1989,75.4
1990,97
1991,81.2
1992,115.2
1993,84.5
1994,106.3
1995,74.2
1996,84.1
1997,121.2
1998,91.1
1999,111.3
2000,105
2001,75
2002,79.5
2003,97.5
2004,60.3
2005,96
2006,88.2
2007,102.1
2008,56.3
2009,88.6
2010,65.5
2011,26.8
