UF,PR
Cidade,URAI
Nome Posto,URAI
Latitude,-23.20722222222222
Longitude,-50.79527777777778
Codigo,2350023
Qtd. Anos,42
Ano,Maxima
1975,95.8
1976,61.6
1977,48.4
1978,82.6
1979,36.4
1980,60.2
1981,70.2
1982,38.2
1983,82.8
1984,84.3
1985,100.1
1986,73.8
1987,103.1
1988,67.8
1989,116.6
1990,53.1
1991,71.5
1992,75.2
1993,69.9
1994,67.4
1995,57
1996,80.5
1997,156.5
1998,88.1
1999,69
2000,59.6
2001,85.4
2002,96.4
2003,122
2004,65.1
2005,92.2
2006,105
2007,88.5
2008,107.5
2009,79.5
2010,60.5
2011,105.6
2012,206.3
2013,75.5
2014,58.7
2015,120.2
2017,90.7
