UF,PR
Cidade,MAMBORE
Nome Posto,PENSAMENTO
Latitude,-24.316666666666666
Longitude,-52.65
Codigo,2452040
Qtd. Anos,42
Ano,Maxima
1975,72.2
1976,69.2
1977,81.8
1978,96.4
1979,114
1980,80.3
1981,119
1982,137.7
1983,108.3
1984,127.4
1985,80.8
1986,77.8
1987,78
1988,90.8
1989,85.2
1990,94.4
1991,77.6
1992,145.8
1993,92.9
1994,83.4
1995,89.6
1996,97.5
1997,115.1
1998,81.3
1999,65.5
2000,107.4
2001,52.1
2002,74.3
2003,70.1
2004,81.8
2005,86.5
2006,87.1
2007,104.5
2008,56.8
2009,87.3
2010,121
2011,100.2
2012,119.5
2013,117.1
2014,147.5
2015,98.9
2017,62.3
