UF,PR
Cidade,IRETAMA
Nome Posto,AGUA FRIA
Latitude,-24.29277777777778
Longitude,-52.07694444444445
Codigo,2452047
Qtd. Anos,41
Ano,Maxima
1976,108
1977,95
1978,140.6
1979,80.6
1980,166.2
1981,110.6
1982,107.4
1983,100
1984,150
1985,75
1986,88.4
1987,113.2
1988,78.4
1989,90.8
1990,120
1991,60.6
1992,106.5
1993,78.5
1994,99.9
1995,94.4
1996,87.2
1997,99.8
1998,91.4
1999,92.8
2000,83.8
2001,74
2002,82.1
2003,79.3
2004,64
2005,91.4
2006,82.5
2007,78
2008,75
2009,93.5
2010,100
2011,80
2012,85.1
2013,79.2
2014,150
2015,108
2017,70
