UF,PR
Cidade,PATO BRANCO
Nome Posto,PATO BRANCO
Latitude,-26.116666666666667
Longitude,-52.68333333333333
Codigo,2652035
Qtd. Anos,38
Ano,Maxima
1979,118
1980,110
1981,102.8
1982,95.5
1983,178.3
1984,88.2
1985,48.6
1986,82
1987,103.7
1988,88.6
1989,93
1990,117
1991,122.2
1992,113.5
1993,92.6
1994,87.6
1995,89
1996,89.6
1997,155
1998,128
1999,65.6
2000,78
2001,83
2002,122.8
2003,83.8
2004,91.4
2005,95
2006,99
2007,122
2008,91
2009,124
2010,168
2011,142
2012,113.4
2013,135
2014,112.2
2015,83.4
2016,87
