UF,PR
Cidade,PITANGA
Nome Posto,PITANGA
Latitude,-24.75
Longitude,-51.766666666666666
Codigo,2451013
Qtd. Anos,52
Ano,Maxima
1965,132
1966,93
1967,85
1968,70
1969,72.5
1970,120
1971,66.9
1972,80
1973,75
1974,80.4
1975,52.1
1976,101.5
1977,59.1
1978,90.1
1979,99.7
1980,96.3
1981,101.6
1982,88.5
1983,105.1
1984,79.7
1985,44.2
1986,91.3
1987,82.1
1988,48.8
1989,75.6
1990,60
1991,72
1992,75.6
1993,57
1994,75.7
1995,76.1
1996,77.2
1997,66.6
1998,157.3
1999,94.3
2000,87.6
2001,87.1
2002,125.3
2003,124
2004,105.4
2005,80.3
2006,100.1
2007,115.2
2008,96.1
2009,130.1
2010,81.8
2011,120.1
2012,149.9
2013,151
2014,172.4
2015,90.7
2017,99.7
