UF,PR
Cidade,NOVA LARANJEIRAS
Nome Posto,NOVA LARANJEIRAS
Latitude,-25.3
Longitude,-52.53333333333333
Codigo,2552010
Qtd. Anos,42
Ano,Maxima
1975,52.5
1976,77
1977,98.4
1978,60
1979,130
1980,83.4
1981,152
1982,172.6
1983,117.6
1984,100.5
1985,61.5
1986,92.5
1987,113.7
1988,89
1989,181.4
1990,78
1991,84
1992,183.5
1993,110.4
1994,212.5
1995,107.5
1996,180.4
1997,147.8
1998,136.7
1999,98.9
2000,93.3
2001,74.6
2002,60.5
2003,91.8
2004,91.9
2005,96.2
2006,79.4
2007,78.8
2008,101
2009,93.3
2010,70.8
2011,132.7
2012,118.2
2013,123.2
2014,269.5
2015,74.1
2017,66.1
