UF,PR
Cidade,IMBITUVA
Nome Posto,IMBITUVA
Latitude,-25.2375
Longitude,-50.60055555555556
Codigo,2550048
Qtd. Anos,42
Ano,Maxima
1975,54.1
1976,64
1977,55
1978,95.6
1979,212.5
1980,92
1981,77.4
1982,87.6
1983,166.3
1984,68.9
1985,98.1
1986,73.3
1987,75
1988,80.2
1989,67.2
1990,91.6
1991,117.5
1992,82.6
1993,114.1
1994,54.7
1995,106.1
1996,63.2
1997,85.3
1998,85.9
1999,70
2000,67.7
2001,81.4
2002,67.7
2003,95
2004,101.9
2005,71.8
2006,67.6
2007,71.6
2008,120.2
2009,98.2
2010,89.1
2011,123.1
2012,67.6
2013,163.5
2014,90.6
2015,110.1
2017,101.4
