UF,PR
Cidade,LOANDA
Nome Posto,FAZENDA ERECHIM
Latitude,-22.93305555555556
Longitude,-53.033055555555556
Codigo,2253013
Qtd. Anos,43
Ano,Maxima
1975,71
1976,54.9
1977,61.6
1978,56
1979,63.1
1980,129.2
1981,70.2
1982,118.7
1983,71.6
1984,76.5
1985,97.7
1986,110
1987,76.7
1988,195
1989,230
1990,56.4
1991,88.8
1992,110.5
1993,69.9
1994,83.9
1995,108.6
1996,71.2
1997,96.2
1998,85.5
1999,59.7
2000,114
2001,109.7
2002,75.6
2003,82.7
2004,91.2
2005,76.5
2006,102.3
2007,81.4
2008,81.3
2009,84.7
2010,82.3
2011,65.9
2012,122
2013,81.6
2014,80.6
2015,85.5
2016,107
2017,100.7
