UF,PR
Cidade,FIGUEIRA
Nome Posto,USINA FIGUEIRA
Latitude,-23.85027777777778
Longitude,-50.39111111111111
Codigo,2350062
Qtd. Anos,53
Ano,Maxima
1964,172
1965,108
1966,50
1967,55
1968,52.2
1969,119.8
1970,91
1971,79.6
1972,110.4
1973,93.4
1974,77.2
1975,82.6
1976,65
1977,77.4
1978,62
1979,56
1980,118.3
1981,75
1982,75.5
1983,115.8
1984,81.2
1985,50.7
1986,76.7
1987,84.8
1988,88.4
1989,96.1
1990,77
1991,84.4
1992,107
1993,82.6
1994,68.2
1995,90.6
1996,56.6
1997,124.2
1998,93
1999,92.6
2000,72.7
2001,55
2002,97
2003,73.4
2004,155.5
2005,119.1
2006,46.6
2007,80
2008,70
2009,60.8
2010,56.3
2011,73.4
2012,77
2013,80.6
2014,103.3
2015,106
2017,72
