UF,PR
Cidade,JAGUARIAIVA
Nome Posto,JAGUARIAIVA
Latitude,-24.233333333333334
Longitude,-49.7
Codigo,2449019
Qtd. Anos,78
Ano,Maxima
1917,44.6
1930,80
1931,64.4
1932,96.4
1933,159.4
1934,60
1935,77
1936,95
1937,107.4
1938,45.5
1939,57.6
1940,95
1941,69.1
1942,59.9
1943,73.7
1944,55.1
1945,78.5
1946,115.7
1947,65.4
1948,64.2
1949,51.1
1950,70.3
1951,82.8
1952,69.3
1953,57.6
1954,108.2
1955,72.2
1956,81.7
1957,90.9
1958,61.7
1959,63.7
1960,109.2
1961,105.2
1962,51.2
1973,73.4
1974,56.1
1975,74
1976,64
1977,61.7
1978,72.6
1979,40.2
1980,42.4
1981,39.6
1983,5.8
1984,74.5
1985,81.3
1986,93.7
1987,88.3
1988,58.6
1989,144.5
1990,118.9
1991,92.5
1992,68.2
1993,95.4
1994,67.6
1995,60.2
1996,60.7
1997,98.8
1998,60.5
1999,70.5
2000,50.8
2001,36.4
2002,44.5
2003,87.6
2004,38.9
2005,47.7
2006,58.8
2007,68
2008,52.3
2009,104
2010,39.5
2011,53
2012,87.6
2013,27.8
2014,60
2015,111
2016,85
2017,133
