UF,PR
Cidade,TOLEDO
Nome Posto,BOM PRINCIPIO
Latitude,-24.772222222222222
Longitude,-53.6425
Codigo,2453027
Qtd. Anos,42
Ano,Maxima
1975,44.1
1976,65
1977,67
1978,99.2
1979,110.7
1980,111.1
1981,86.2
1982,77.3
1983,147.6
1984,78
1985,53.2
1986,84.4
1987,161.6
1988,75
1989,70
1990,92.4
1991,99.2
1992,124.4
1993,107.4
1994,105.3
1995,117.6
1996,63.2
1997,116.4
1998,79.8
1999,67.1
2000,125.3
2001,90.5
2002,102.5
2003,90.3
2004,84.7
2005,69
2006,161.2
2007,111.9
2008,104.1
2009,112.8
2010,101
2011,104.4
2012,163.4
2013,142.6
2014,118.5
2015,122.5
2017,72.7
