UF,PR
Cidade,LEOPOLIS
Nome Posto,TRES CANTOS (DESPEDIDA)
Latitude,-22.95
Longitude,-50.64972222222222
Codigo,2250031
Qtd. Anos,41
Ano,Maxima
1975,67
1976,104
1977,95.3
1978,83.4
1979,88.6
1980,170.8
1981,79.4
1982,74
1983,94.5
1984,75
1985,86.6
1986,69
1987,80
1988,60
1989,72
1990,92
1991,60.5
1992,77.1
1993,72.1
1994,128.4
1995,90.1
1996,121.1
1997,95.6
1998,65.3
1999,81.5
2000,197.2
2001,70.5
2002,83.8
2003,84
2004,67.2
2005,81.8
2006,93.6
2007,64.2
2008,53.6
2009,85.3
2010,73.1
2011,65.2
2012,174
2013,123.4
2014,83.1
2015,53.9
