UF,PR
Cidade,IBAITI
Nome Posto,FAZENDA SANTA LAURA
Latitude,-23.819166666666668
Longitude,-50.32888888888889
Codigo,2350063
Qtd. Anos,36
Ano,Maxima
1981,116
1982,72
1983,70
1984,78.2
1985,46.5
1986,87.2
1987,123.3
1988,60.4
1989,85.2
1990,115.2
1991,190.3
1992,59.3
1993,71.1
1994,66.5
1995,84.3
1996,77.9
1997,114.8
1998,92.7
1999,92
2000,62.4
2001,49.6
2002,90.5
2003,72.3
2004,130.5
2005,75.7
2006,91.7
2007,78.8
2008,73.1
2009,107.4
2010,222.7
2011,76.7
2012,80.6
2013,57.7
2014,144.7
2015,107.8
2017,78.2
