UF,PR
Cidade,MARIA HELENA
Nome Posto,VILA CARBONELA
Latitude,-23.548611111111114
Longitude,-53.321111111111115
Codigo,2353028
Qtd. Anos,41
Ano,Maxima
1976,77
1977,86.2
1978,84.3
1979,124.6
1980,93
1981,128.7
1982,83.5
1983,71.6
1984,72.5
1985,53
1986,67.6
1987,63.7
1988,86.4
1989,74.5
1990,48.5
1991,80.5
1992,103.5
1993,70
1994,81
1995,92.2
1996,67
1997,89.3
1998,103.8
1999,108.8
2000,111.7
2001,68.2
2002,86.1
2003,90.7
2004,81.9
2005,59.1
2006,143.6
2007,82.4
2008,106.7
2009,71
2010,105
2011,63.8
2012,73.9
2013,135.2
2014,91.4
2015,173
2017,73.7
