UF,PR
Cidade,VERA CRUZ DO OESTE
Nome Posto,VERA CRUZ DO OESTE
Latitude,-25.066111111111113
Longitude,-53.882222222222225
Codigo,2553022
Qtd. Anos,42
Ano,Maxima
1975,65.6
1976,75.7
1977,107
1978,66.3
1979,114.6
1980,87.2
1981,132.1
1982,132.5
1983,126.6
1984,92.3
1985,69.4
1986,82.6
1987,117.8
1988,87.1
1989,84
1990,132.4
1991,92.3
1992,235.7
1993,124.1
1994,93
1995,68.2
1996,80.6
1997,130.6
1998,122.2
1999,110.6
2000,93
2001,96.7
2002,93.1
2003,96.5
2004,111.9
2005,99
2006,89.5
2007,114.8
2008,99.4
2009,104.3
2010,104.3
2011,120.7
2012,104.2
2013,166.1
2014,232.1
2015,131.1
2017,93.3
