UF,PR
Cidade,SALGADO FILHO
Nome Posto,GUABIJU
Latitude,-26.112222222222222
Longitude,-53.46333333333334
Codigo,2653017
Qtd. Anos,41
Ano,Maxima
1976,90
1977,78
1978,210
1979,126.2
1980,88
1981,75.2
1982,257
1983,128.2
1984,69
1985,53.4
1986,87.2
1987,106.4
1988,76.9
1989,72.6
1990,84
1991,172.4
1992,123.8
1993,86.7
1994,102.1
1995,87.6
1996,122.5
1997,154.7
1998,159.7
1999,66.5
2000,69.1
2001,87.5
2002,88.3
2003,121.5
2004,97
2005,85.1
2006,97.4
2007,105.7
2008,117.5
2009,68.9
2010,155.6
2011,124.2
2012,131.7
2013,111.1
2014,137.2
2015,104.2
2017,93.6
