UF,PR
Cidade,PALMEIRA
Nome Posto,VIEIRAS
Latitude,-25.474999999999998
Longitude,-50.29805555555556
Codigo,2550041
Qtd. Anos,42
Ano,Maxima
1975,54.2
1976,77
1977,80
1978,67
1979,187.4
1980,66.2
1981,42.2
1982,63.8
1983,117.9
1984,69.7
1985,65
1986,97
1987,96.8
1988,63
1989,78.7
1990,118
1991,75.7
1992,160.6
1993,117.4
1994,60.9
1995,113.7
1996,89.5
1997,84.2
1998,129.1
1999,66.3
2000,81.1
2001,91.4
2002,97.5
2003,88.4
2004,93.6
2005,83.8
2006,72.8
2007,83.2
2008,80
2009,81.9
2010,106.7
2011,87.2
2012,78.7
2013,148.6
2014,117.5
2015,68.9
2017,79.7
