UF,PR
Cidade,RIO NEGRO
Nome Posto,RIO NEGRO
Latitude,-26.1
Longitude,-49.8
Codigo,2649021
Qtd. Anos,90
Ano,Maxima
1925,65.8
1926,54.6
1927,55.8
1928,64
1929,53.6
1930,52.4
1931,65.5
1932,64.5
1933,50.9
1934,84.5
1935,97.5
1936,72
1937,64.5
1938,58.6
1939,83
1940,65
1941,61.1
1942,80.9
1943,60
1944,79.4
1945,78.1
1946,68.4
1947,59.3
1948,61
1949,53.5
1950,46.6
1951,74
1952,69.4
1953,57.3
1954,115.7
1955,73.3
1956,65.3
1957,61.3
1958,53.6
1959,62
1960,73.3
1961,55
1962,61.3
1963,54.3
1964,172.2
1965,124.3
1966,51.3
1967,61.3
1968,49
1969,57
1970,57.4
1971,80.5
1972,62
1973,26.7
1974,44.4
1975,77.4
1976,68.1
1977,85.8
1978,79.2
1979,87.8
1981,52.4
1983,95.4
1984,86.2
1985,50.2
1986,60.5
1987,106.3
1988,85
1989,85.9
1990,84.4
1991,77.8
1992,148.1
1993,112.4
1994,136.5
1995,85.5
1996,82.4
1997,92.6
1998,86.2
1999,89.8
2000,48.2
2001,98.8
2002,71.5
2003,95.2
2004,53.2
2005,64.2
2006,56.6
2007,94.9
2008,101.4
2009,129.5
2010,98.5
2011,61.2
2012,112.4
2013,78.6
2014,168.2
2015,61.6
2017,51.4
