UF,PR
Cidade,IVAI
Nome Posto,BOM JARDIM DO SUL
Latitude,-25.033333333333335
Longitude,-50.78333333333333
Codigo,2550052
Qtd. Anos,42
Ano,Maxima
1975,43.9
1976,98.9
1977,69.6
1978,111
1979,96.6
1980,68
1981,70
1982,74.4
1983,102.4
1984,81.1
1985,66.8
1986,103.8
1987,79
1988,94.2
1989,92.4
1990,77.4
1991,121.8
1992,95.3
1993,101.9
1994,172.3
1995,68.1
1996,77
1997,75.8
1998,129.4
1999,144
2000,67.5
2001,88
2002,73.4
2003,90.1
2004,93
2005,58.7
2006,70.5
2007,71.3
2008,114.4
2009,97.2
2010,75.7
2011,150.2
2012,95.6
2013,137.4
2014,54.9
2015,89.9
2017,101.1
