UF,PR
Cidade,FENIX
Nome Posto,BELA VISTA DO IVAI
Latitude,-23.848055555555554
Longitude,-52.02833333333333
Codigo,2352014
Qtd. Anos,42
Ano,Maxima
1975,67.4
1976,100
1977,82.6
1978,118
1979,78.8
1980,82.6
1981,113.4
1982,84.2
1983,97
1984,77.4
1985,120.8
1986,67.1
1987,102.4
1988,61.5
1989,79.6
1990,80.3
1991,62
1992,78.8
1993,73.1
1994,67.9
1995,89.9
1996,56.6
1997,79.2
1998,59.8
1999,137
2000,72.1
2001,62
2002,79.8
2003,53.5
2004,65.7
2005,52.3
2006,123.8
2007,99.6
2008,65.7
2009,101.4
2010,67.5
2011,100
2012,72.2
2013,96.6
2014,159.1
2015,145.5
2017,85.8
