UF,PR
Cidade,ADRIANOPOLIS
Nome Posto,TATUPEVA
Latitude,-24.716666666666665
Longitude,-48.75
Codigo,2448035
Qtd. Anos,43
Ano,Maxima
1974,98
1975,73.6
1976,42.8
1977,75.8
1978,50.8
1979,61.8
1980,65.2
1981,64.2
1982,63
1983,54
1984,56.8
1985,51.8
1986,62
1987,50.5
1988,54.4
1989,51.4
1990,98
1991,52.1
1992,68.6
1993,57.3
1994,48.6
1995,51.6
1996,56.2
1997,63
1998,70.4
1999,52.1
2000,100.6
2001,59.5
2002,38.2
2003,41.8
2004,47.3
2005,55.1
2006,46.9
2007,38.7
2008,46
2009,55.3
2010,64.8
2011,71
2012,77.5
2013,47.3
2014,69.3
2015,71.5
2017,43.9
