UF,PR
Cidade,DIAMANTE DO SUL
Nome Posto,PORTO CARRIEL
Latitude,-24.947222222222223
Longitude,-52.59777777777778
Codigo,2452051
Qtd. Anos,35
Ano,Maxima
1983,98.3
1984,92.7
1985,62.9
1986,103.5
1987,131.8
1988,91.7
1989,94.9
1990,202
1991,88.5
1992,86.7
1993,76.2
1994,123.9
1995,144.5
1996,75.9
1997,157
1998,119.7
1999,67.5
2000,73.9
2001,65.2
2002,100.9
2003,102.2
2004,96.3
2005,67.2
2006,89.7
2007,98
2008,91.9
2009,116.7
2010,132.7
2011,111.4
2012,112.6
2013,103.7
2014,96.5
2015,120.2
2016,94.5
2017,111.5
